external_gene_name,Nr35.counts,Nr36.counts,Nr37.counts,Nr38.counts
D1046.1,4436,4221,3744,4577
D1046.3,744,682,646,783
D1046.4,64,73,66,75
D1046.5,316,274,259,311
C53B4.2,2,4,4,6
C53B4.1,19,12,10,9
C53B4.3,370,333,346,352
col-119,32797,35111,27716,34455
C53B4.6,385,405,353,473
unc-129,954,690,635,690
acc-2,12,15,17,11
C53D6.4,1081,1058,966,1105
C53D6.5,3,2,1,0
C53D6.6,567,441,427,474
C53D6.7,214,186,165,203
Y73F4A.3,74,59,64,70
Y73F4A.2,292,247,248,241
Y73F4A.1,322,302,241,301
mppb-1,1995,1805,1580,1893
Man(9)-alpha-mannosidase,2090,1935,1713,1941
lpl-1,4744,4523,4379,5063
C01F6.9,1080,1296,1149,1409
C01F6.1,3681,3344,3300,3712
C01F6.2,41,21,37,35
fem-3,1375,1294,1229,1476
aly-1,1256,1141,1047,1268
F23B2.3,3,1,5,3
daf-10,623,511,538,550
flp-1,1254,1074,1184,1156
rpb-12,170,210,143,310
aly-2,6783,6850,5872,7536
F23B2.8,0,0,0,0
F23B2.10,3,8,3,5
pcp-3,708,600,603,554
pcp-2,615,509,505,470
C07C7.1,6,2,1,1
C46C2.5,851,754,713,783
wnk-1,33785,31783,28667,35139
C46C2.2,3659,3327,3569,3772
C46C2.3,9,11,12,19
rab-28,125,106,100,88
Y11D7A.5,53,42,46,36
Y11D7A.7,1011,922,812,1013
Y11D7A.8,11,18,24,25
Y11D7A.9,232,158,206,176
Y11D7A.10,542,480,583,865
col-120,10,12,12,11
flh-3,1890,1797,1625,1884
Y11D7A.14,200,149,146,133
nhr-267,0,0,0,0
nhr-264,0,0,0,0
F49C12.1,0,0,1,0
F49C12.2,7,4,2,2
F49C12.3,3,3,1,0
F49C12.4,1,0,2,0
F49C12.5,10,0,2,2
F49C12.6,90,62,96,79
F49C12.9,3540,3458,3253,3724
rpn-7,10101,9718,9916,11112
F49C12.10,57,36,47,46
F49C12.11,2692,2728,2202,3212
F49C12.12,2714,2386,2310,2595
vha-17,2530,2481,2250,2494
F49C12.14,269,251,235,239
F49C12.15,44,40,24,31
clec-183,0,0,0,0
T20D3.2,5044,4563,4775,5470
T20D3.6,500,486,498,540
T20D3.8,1160,952,1030,1214
T20D3.11,7600,6786,6688,7506
C10C5.1,1737,1637,1588,1889
C10C5.2,83,87,68,96
daf-15,23805,21887,19393,23520
col-121,1555,1356,1310,1401
F56D5.2,6,6,2,3
F56D5.3,38,30,35,41
F56D5.6,1454,1150,1066,1250
F56D5.5,314,267,231,293
F56D5.9,0,0,0,0
srxa-2,0,0,0,0
F59B8.2,15522,14340,14308,16303
F38E11.9,145,115,126,110
hsp-12.3,45,29,27,25
hsp-12.6,9,3,5,8
cpin-1,370,330,277,322
cutl-17,109,103,75,98
F38E11.5,12291,11708,11186,12556
wrt-3,91,120,75,99
C33A12.12,295,260,250,247
sru-2,4,2,1,2
sru-1,1,3,0,3
sru-6,0,0,0,0
sru-3,0,2,1,1
sru-4,1,1,0,0
ugt-21,178,133,138,141
ttr-9,1,1,0,0
C33A12.7,329,254,261,280
C33A12.4,90,67,70,67
C33A12.3,1363,1282,1277,1394
nlp-35,51,37,46,41
C33A12.1,1637,1624,1640,1877
elo-1,5866,5434,5406,6235
F56H11.6,1,1,1,4
elo-7,0,2,0,0
T05A1.3,32194,35236,32287,36100
col-122,32016,35104,32142,35943
npr-2,52,63,42,26
F27C8.5,2,1,2,0
spp-18,1543,1289,1217,1574
F27C8.3,2,1,1,1
F27C8.2,64,43,34,47
aat-1,621,539,575,608
del-2,161,130,121,118
amph-1,1677,1492,1394,1515
srm-3,7,5,8,5
F58G6.3,78,85,65,92
F58G6.7,119,132,135,122
acc-1,64,43,56,48
ins-7,5,9,7,6
ZK1251.1,0,0,0,0
ZK1251.3,5,3,3,3
msp-76,3,4,0,0
sdz-36,9,13,16,19
twk-9,50,38,26,36
ZK1251.9,7879,7333,6568,7815
K01H12.1,91,92,59,143
ant-1.3,206,170,174,154
nhr-38,0,2,4,1
K01H12.4,0,0,0,1
nhr-138,796,705,660,715
nhr-100,371,315,278,345
gln-6,20266,20349,20526,22640
C28D4.7,0,0,0,0
C28D4.4,0,0,0,1
C28D4.5,2,0,0,0
C28D4.8,0,0,0,1
T13F2.12,0,0,0,1
msp-79,0,0,0,0
T13F2.9,4,2,1,2
msp-78,0,3,0,1
cav-1,15069,13556,12329,14575
sna-2,5540,4986,4233,5310
T13F2.6,6547,6165,5850,6661
sre-4,177,184,231,205
T13F2.4,8,7,7,4
pis-1,7293,7176,7132,8084
T13F2.2,2170,2042,1404,2057
fat-4,8932,7884,7742,8903
fat-3,4856,4165,3934,4775
egl-20,221,183,167,186
W08D2.5,5775,5471,4970,5664
col-123,12,13,10,12
mtr-4,6363,5890,5182,6126
kin-21,1,0,0,0
msp-81,0,0,0,2
msp-10,0,0,0,0
msp-56,0,2,0,2
nspd-2,0,2,0,1
K07F5.6,0,0,0,0
K07F5.7,0,2,0,0
K07F5.8,0,2,4,5
ssp-10,15,10,3,7
ssq-1,8,10,15,17
K07F5.12,452,417,370,448
npp-1,15261,14184,13093,14799
K07F5.14,2077,1871,1340,1875
K07F5.15,1468,1379,1286,1506
nhr-4,706,622,558,626
F32B6.3,1320,1178,1013,1182
F32B6.2,4896,4560,4497,4960
F32B6.10,2,3,5,6
F32B6.4,1,1,0,0
sss-1,2,1,1,1
msp-77,0,1,0,0
ssp-32,0,0,1,0
F32B6.9,293,292,300,314
zbed-6,488,358,422,411
F25H8.2,2548,2441,2196,2644
spe-29,8,6,6,6
gon-1,1439,1170,1085,1190
kin-5,1,0,1,1
C47E12.10,1,0,0,0
C47E12.9,14,4,11,9
dhp-2,727,630,640,722
C47E12.7,1135,1127,887,1099
C47E12.6,239,147,225,206
alpha-mannosidase,1892,1819,1627,1823
C47E12.2,1980,1783,1712,1864
srs-2,7186,6379,5848,6599
F44D12.1,1562,1303,1174,1375
F44D12.2,360,282,274,276
F44D12.9,632,558,570,614
F44D12.3,0,0,0,0
F44D12.8,0,3,1,2
F44D12.4,10,13,5,15
F44D12.5,0,0,0,0
F44D12.6,3,1,3,3
F44D12.7,0,0,0,0
F44D12.10,0,0,0,0
dhs-31,83,60,59,99
frk-1,5,5,7,2
srv-12,0,0,0,0
T04B2.5,686,598,585,630
cwn-2,783,639,584,608
W01B6.3,11,3,5,9
W01B6.2,4,2,1,2
W01B6.4,0,0,0,0
W01B6.5,2,3,2,4
W01B6.6,1,0,1,0
W01B6.8,0,0,0,0
col-2,12,9,12,11
ndc-80,5777,5393,4219,5588
ttr-39,59,49,48,55
C04G2.2,6,5,9,6
C04G2.5,1,0,1,0
msp-36,0,0,0,1
dis-3,4759,4221,3840,4581
egl-38,112,112,114,101
C04G2.8,1,4,2,3
C04G2.9,6,9,2,14
C04G2.10,113,115,117,132
C04G2.11,5,3,5,7
K08F4.1,5329,4809,4262,5189
K08F4.2,12514,12456,11814,13363
K08F4.3,2107,1951,2020,2386
glt-3,237,193,198,173
K08F4.5,0,1,0,0
gst-3,47,38,48,33
gst-2,16,15,19,25
gst-4,492,468,412,521
msp-38,0,0,1,0
dhs-12,1559,1423,1393,1712
T14G10.8,77,73,94,94
T14G10.7,3163,3082,2862,3323
tsp-12,3636,3504,3572,3889
ttr-54,109,108,93,126
ttr-53,798,773,744,916
pps-1,3166,2796,2663,3195
rack-1,39170,41228,41772,43272
mspn-1,4367,4074,3668,4387
gta-1,9167,8109,7697,8489
K04D7.4,620,528,553,534
abt-1,26,22,27,35
C24F3.4,4878,5014,4358,4898
col-124,1763,2033,1636,1689
tram-1,11093,10410,10612,11838
C24F3.2,433,403,371,440
nas-12,42,30,32,40
F01G10.6,43,30,35,24
F01G10.5,0,0,0,1
F01G10.4,1,1,0,0
ech-9,327,289,248,285
ech-8,630,574,445,616
F01G10.7,1091,952,901,954
transketolase,19771,19449,19911,22466
F01G10.10,241,183,196,184
daf-14,309,271,217,256
F01G10.9,275,205,222,168
nspd-7,11,7,9,17
Y43C5A.2,3474,2909,2985,3318
Y43C5A.3,298,262,249,314
Y43C5A.4,15,16,12,14
thk-1,2107,1929,1952,2178
pqn-55,4127,3910,3674,4105
R09E10.6,6,6,3,4
R09E10.5,4984,3969,4278,4348
R09E10.8,0,0,0,1
R09E10.3,0,3,1,2
R09E10.2,1,0,0,0
R09E10.1,12,7,10,11
Y43C5B.2,4,0,2,1
Y43C5B.3,30,27,13,30
R11A8.1,560,519,493,561
R11A8.2,2642,2457,1840,2478
ugt-59,48,36,60,36
sir-2.1,3888,3483,3145,3621
R11A8.5,2246,2094,1971,2172
irs-1,9504,8775,8073,9065
lpd-8,1656,1504,1350,1653
R10H10.3,2258,2039,1905,2191
spe-26,17,24,18,27
R10H10.4,3,3,3,0
gpa-7,273,197,212,216
R10H10.6,166,153,137,189
R10H10.7,2244,2100,1924,2274
F13B12.1,7380,6709,6107,7205
F13B12.2,162,144,165,145
ins-1,50,40,54,47
F13B12.3,215,191,158,204
F13B12.4,179,116,126,133
F01D4.8,90,97,71,99
srb-17,4,3,3,5
ugt-43,232,160,142,180
ugt-44,3128,2561,2608,2746
F01D4.3,1,2,0,3
egl-21,2347,1917,2082,1986
F01D4.5,2150,1897,1690,1969
ced-5,6918,6086,5730,6850
C02F4.4,88,65,86,80
C02F4.5,0,0,0,1
cal-4,100,65,78,62
T07G12.3,160,108,116,102
T07G12.8,84,75,52,74
zim-2,1489,1427,1235,1478
zim-3,1119,1086,975,1109
him-8,1416,1213,1121,1320
efn-2,574,514,508,503
C43F9.4,2,0,2,2
C43F9.5,14,12,12,10
C43F9.6,2,2,0,1
C43F9.7,1,1,0,3
R09H10.1,6,4,2,6
R09H10.2,44,45,35,43
ptr-14,531,422,440,444
R09H10.5,6134,5515,5963,6635
F56C4.1,23,19,23,29
F56C4.2,0,0,0,0
K08C7.1,370,296,292,354
fmo-1,254,172,186,180
K08C7.7,69,66,59,53
K08C7.4,57,47,53,37
fmo-2,201,153,148,162
K08C7.6,291,273,210,269
R102.1,1,1,1,0
R102.2,292,274,280,279
R102.8,0,0,0,0
R102.3,0,1,1,0
R102.5,8979,8350,7898,9033
R102.6,32,31,30,39
R102.7,0,2,0,1
ncx-3,2256,1900,1809,2013
ZC168.2,42,33,26,36
ZC168.3,2507,2295,2091,2514
cyb-1,15378,14395,14966,16869
grl-21,39,20,41,29
ZC168.6,0,0,0,2
T25B9.1,324,302,318,278
T25B9.2,0,0,0,0
T25B9.5,6,3,3,3
T25B9.4,0,0,0,0
T25B9.6,0,2,0,1
ugt-54,139,110,106,118
T25B9.8,725,658,601,675
T25B9.9,8157,7879,7753,8703
T25B9.10,148,105,112,100
C06G8.1,342,290,269,312
srd-7,1,0,2,2
opt-1,964,927,914,929
miz-1,3427,3151,3225,3558
R13.2,7,1,3,0
R13.3,158,139,117,130
T11G6.7,0,0,0,0
T11G6.4,480,425,418,451
T11G6.3,271,218,251,312
T11G6.8,4924,4649,4385,4978
F13E9.1,5192,4456,4271,4862
fipr-14,0,0,0,0
sdz-13,41,19,35,26
fipr-15,1,2,4,2
F13E9.5,1,0,0,1
F13E9.10,0,0,0,0
F13E9.8,0,0,1,1
F13E9.4,0,0,0,0
F13E9.9,0,1,1,0
ZK596.1,365,354,309,345
ZK596.3,76,56,59,67
ZK596.2,2,1,3,4
ZK593.1,2045,1951,1671,2129
ZK593.2,30,28,37,25
ZK593.3,188,203,198,233
rbr-2,7291,6259,5716,7152
dnc-1,7503,6787,5995,7430
lsm-7,828,830,793,993
lgg-2,4240,3841,3943,4346
ZK593.8,2483,2238,2043,2279
ZK593.9,3,2,4,1
Y69E1A.1,2,3,0,3
Y69E1A.2,7,15,5,3
Y69E1A.3,0,0,1,0
Y69E1A.4,0,1,0,0
Y69E1A.5,572,494,536,576
sri-19,18,13,8,19
aqp-3,27,25,26,30
Y69E1A.8,1,1,0,0
Y43E12A.2,412,383,353,361
cyb-2.1,2251,2212,2136,2552
Y43E12A.3,281,320,262,316
F13H10.5,365,263,279,320
F13H10.1,10,7,0,5
alh-3,6136,5408,5242,5774
fkb-1,3166,2941,2951,3368
F36H1.3,1,6,3,3
ttr-16,5455,5407,5197,5920
ttr-17,533,422,431,480
Y5F2A.3,0,0,0,0
Y5F2A.4,1959,1707,1483,1787
atg-7,2564,2551,2393,2972
let-70,12447,11847,12102,13117
klc-1,5618,5453,4918,5654
bcc-1,172,138,138,130
M7.7,1,5,0,4
M7.8,92,91,85,105
M7.12,109,103,76,93
str-3,0,0,0,0
M7.9,0,2,0,0
M7.10,0,3,0,1
T05E11.7,1,2,0,1
T05E11.8,75,60,62,75
T05E11.6,1161,1011,1171,1187
rps-5,24061,25709,27545,26535
imp-2,7662,7292,7510,8132
T05E11.3,28566,25613,23909,27366
spo-11,1318,1168,1008,1267
psa-4,24206,21770,19241,22988
ard-1,4118,3768,3666,3980
F01G4.3,4151,3821,3409,4026
F01G4.4,2036,1951,2001,2382
F01G4.5,514,417,470,498
pfd-1,1879,1709,1386,1853
C08F8.3,2944,2827,2872,3077
C08F8.4,14,19,23,24
fbxb-9,121,129,106,121
C08F8.6,7,9,5,7
nhr-67,197,169,156,157
rap-3,61,45,33,46
prx-14,1506,1476,1298,1532
sdz-27,807,657,571,690
fbxb-79,1,3,5,1
R07H5.9,29,24,20,20
R07H5.8,6936,6526,6767,7072
R07H5.10,2,5,1,4
C29F4.3,12,7,7,12
col-125,533,343,527,332
C29F4.2,238,258,197,236
C05C12.6,20,23,20,19
C05C12.4,691,578,554,649
gtl-1,1497,1166,1072,1252
C05C12.1,4,8,4,2
C05C12.5,3,1,0,0
F54D1.1,1,5,1,1
col-126,0,0,0,0
col-127,0,0,0,0
nhr-7,107,72,66,82
gtl-2,131,114,125,118
F54D1.6,3256,2656,2719,2836
B0035.16,362,279,289,313
B0035.15,1030,929,727,948
dnj-1,2729,2534,2186,2851
lipase,18361,17565,18151,19795
B0035.1,7097,6844,6481,7771
dnj-2,1398,1309,1235,1303
B0035.3,1871,1805,1569,1918
pfd-4,1379,1280,1167,1458
glucose-6-phosphate-1-dehydrogenase,2860,2630,2310,2701
B0035.6,6006,5552,5477,6175
his-47,2,5,2,2
his-48,5,3,3,10
his-46,0,0,0,0
his-45,0,3,2,1
B0035.11,3793,3374,3086,3608
B0035.12,5177,4788,4444,5065
his-55,0,0,0,0
his-56,0,0,0,0
his-58,0,0,0,0
his-57,0,0,0,0
T01G1.2,107,97,74,95
T01G1.3,6354,6074,5900,6673
cbd-1,104685,106121,103302,122401
fbxb-76,2,0,2,2
tag-89,44,37,36,42
dsl-6,674,528,481,573
his-66,0,0,0,0
his-65,0,0,0,0
H02I12.5,2494,2651,2481,2822
cyp-31A2,2685,2531,2327,2629
his-63,10,11,4,9
his-64,34,27,16,29
F22B3.4,22941,22749,21807,24772
F22B3.5,0,0,0,0
F22B3.7,0,0,0,0
F22B3.8,1,1,1,2
kin-4,11143,10624,10184,11864
npr-3,19,24,27,28
C10C6.3,0,0,0,0
wht-2,2792,2616,2440,2923
C10C6.6,7845,7115,6601,7852
mbf-1,3223,3176,3158,3388
H21P03.2,2658,2546,2222,2599
twk-25,158,145,113,158
M04B2.4,1715,1492,1511,1554
gfl-1,791,668,688,850
mep-1,10152,9821,8891,10358
M04B2.2,748,661,583,699
col-128,22,10,20,12
F12F6.8,67,70,77,75
F12F6.7,3154,2923,2651,2978
sec-24.1,9061,8712,9237,9534
srgp-1,15757,14416,12832,15320
rib-1,1787,1716,1619,1899
F12F6.2,387,407,347,456
F12F6.1,9221,8459,7703,8934
F40F11.4,12,9,5,7
F40F11.3,700,669,506,755
rps-11,20942,22204,22612,24202
Y24F12A.2,4630,4280,4275,4668
Y24F12A.1,2416,2159,1932,2285
Y24F12A.3,103,96,59,108
dsl-5,0,1,0,2
lys-4,7480,7163,6454,7502
lys-5,35,25,30,30
lys-6,168,149,153,193
F58B3.4,2775,2355,1696,2468
mrs-1,8243,7790,7523,8269
F58B3.6,4496,4381,4004,4666
F58B3.7,1122,971,946,1096
ttr-50,8209,7061,6594,7771
ZK809.1,2,2,7,9
prx-2,806,720,693,701
acl-3,1134,922,914,1084
ZK809.3,3197,3038,3265,3595
ent-1,6784,6410,6488,7092
ZK792.1,1853,1599,1559,1762
atg-4.2,616,575,490,538
inx-8,2669,2448,2235,2553
inx-9,372,367,381,420
ZK792.5,3584,3288,2674,3358
let-60,3572,3271,3047,3428
ZK792.7,246,192,206,205
dpy-20,10,6,14,9
T22B3.3,3,1,0,0
T22B3.2,8,10,2,16
magi-1,3643,3334,3127,3599
K01A6.6,71,42,46,37
K01A6.4,8,3,3,3
K01A6.5,0,1,2,4
gem-4,735,627,581,739
T12A7.6,65,58,77,65
T12A7.7,3,6,4,4
scl-18,0,0,0,0
lpr-2,364,347,347,330
H01G02.2,34,20,40,33
H01G02.1,264,224,239,273
M117.1,649,550,626,667
par-5,23335,23986,23673,25953
M117.3,7,1,2,5
M117.4,29,44,29,55
fbxb-3,136,127,146,135
F38H4.3,70,51,54,78
F38H4.6,0,0,0,2
F38H4.4,2,3,1,2
tag-30,2332,2221,1961,2366
F38H4.5,17,20,24,19
ech-2,771,773,754,794
let-92,10759,10017,10067,11748
F38H4.10,812,757,697,871
trpa-1,410,366,342,354
pph-2,0,0,1,0
cutl-27,21,14,17,17
nhr-43,472,358,381,439
fat-6,4975,4402,4423,4867
ZK822.1,762,636,570,672
ZK822.2,675,651,574,729
ZK822.4,1404,1131,1008,1158
ZK829.3,95,55,91,62
hdl-1,8,8,7,4
tbx-36,436,431,350,386
ZK829.4,38194,36839,40315,41848
tgt-1,1388,1192,1060,1334
ZK829.7,5116,4811,4735,5271
srj-1,1,2,3,1
snf-8,5,4,8,7
ZK829.9,5323,4966,5528,5882
spe-17,0,0,0,0
lips-6,3,3,3,1
T12G3.6,2182,2079,1912,2390
T12G3.5,1353,1318,1139,1470
T12G3.1,4628,3939,4081,4385
T12G3.4,1540,1479,1344,1523
spt-5,13595,12663,10921,13278
K08E4.2,657,629,583,620
K08E4.3,537,491,510,593
K08E4.4,0,0,0,0
bath-37,3,5,4,4
K08E4.6,1738,1763,1695,1755
F11A10.2,1696,1603,1682,1760
F11A10.7,1812,1543,1314,1690
F11A10.6,736,663,684,807
mig-32,3554,3211,2590,3177
F11A10.5,4809,4669,4346,4922
mon-2,5292,5021,4935,5610
M18.3,1281,1171,977,1174
col-129,98,105,80,76
dlc-2,94,89,88,105
ddb-1,6482,5836,5668,6422
M18.6,1401,1313,1065,1302
M18.8,2714,2589,2364,2734
lin-24,1970,1780,1792,2079
B0001.4,1420,1344,1246,1487
B0001.8,1858,1915,1699,1951
B0001.5,1431,1405,1431,1614
B0001.2,4574,4072,3735,4399
B0001.7,3267,3030,2945,3196
B0001.6,4200,3603,3507,3898
F20B10.3,38,41,56,25
nlr-1,1526,1255,1200,1337
F35G2.2,1038,1077,1105,1252
F35G2.3,22,23,29,31
phy-2,1509,1265,1185,1271
Y39C12A.1,153,123,106,138
sre-18,1,0,1,2
sre-16,1,1,1,1
sre-19,2,3,0,0
sre-15,2,0,2,2
dnj-26,723,588,489,699
Y39C12A.9,110,74,86,92
sre-14,5,4,4,8
C42C1.2,78,56,66,60
rpl-34,6310,6973,6755,8334
C42C1.3,7,3,3,6
tag-335,1771,1744,1629,1725
C42C1.12,491,475,394,510
C42C1.10,1181,1154,1127,1278
C42C1.16,809,732,628,827
C42C1.15,960,1017,789,1082
C42C1.9,10,11,11,17
C42C1.8,4559,4235,4040,4701
C42C1.7,356,330,326,331
C42C1.6,6,9,6,3
oac-57,27,15,12,26
oac-58,59,62,48,45
F19B6.3,0,0,0,1
ufd-1,6436,6189,6030,6677
F19B6.1,15561,15253,14528,15483
wht-5,2,4,1,0
sec-24.2,4477,4156,4246,4533
ZC518.4,5,4,6,6
F28D1.1,3245,2978,2656,3168
F28D1.2,2076,1877,1433,1837
thn-1,18,9,16,13
thn-3,2,0,0,0
thn-2,1518,1253,1501,1433
F28D1.6,50,41,35,36
F28D1.8,2,2,1,0
rps-23,22907,23174,21281,25767
dpm-3,516,524,431,576
F28D1.9,1193,931,969,988
gex-3,4894,4678,4457,5068
F08G5.1,1748,1729,1743,1873
acl-13,4,3,1,4
col-130,141,101,139,95
ugt-65,260,223,258,235
F08G5.6,4998,4492,4215,4646
clec-185,12,14,14,15
C25G4.2,606,564,621,659
C25G4.3,456,434,393,485
dpy-26,8450,7849,7016,8333
tag-347,603,518,563,629
C25G4.6,13,13,8,10
C25G4.7,4,2,4,4
C25G4.8,2,1,0,6
C25G4.11,979,973,959,1065
fibronectin,793,696,738,793
T04A11.1,0,0,0,0
T04A11.2,0,0,1,0
T04A11.4,0,0,0,0
T04A11.5,0,0,1,0
him-6,3294,3229,2914,3433
sru-19,1,0,0,1
sru-18,0,1,0,0
sru-17,0,0,0,0
tsp-4,0,0,0,1
sru-13,0,0,0,0
eak-4,1,0,2,0
F53B2.8,205,198,189,231
F53B2.5,6,4,8,0
ham-1,1186,1159,1188,1196
ZK795.1,215,173,207,207
ZK795.2,1,4,2,5
ZK795.3,1327,1177,1049,1320
K08E7.1,5146,4878,4812,5296
hsb-1,1811,1708,1613,1953
let-99,4223,4067,3973,4496
K08E7.4,1,1,0,2
K08E7.6,87,76,87,73
cul-6,137,104,104,133
pgp-1,1307,1225,1215,1434
Y55D9A.2,4095,3950,3420,4085
ark-1,2966,2768,2649,3119
C26H9A.2,3280,2963,2802,3035
C27D8.4,1238,1162,1074,1284
C27D8.2,52,27,31,40
C27D8.1,17,13,9,18
T23F6.1,16,14,20,15
T23F6.2,0,0,0,0
T23F6.3,6,5,2,4
rbd-1,3256,2820,2481,3030
T23F6.5,54,36,47,44
C36H8.1,3,0,1,1
inx-6,368,254,302,250
flp-9,310,280,278,305
unc-31,336,248,264,264
F07C6.3,119,118,109,133
F07C6.2,42,41,38,51
pin-2,131,146,105,116
F07C6.4,6102,5621,5794,6436
M02B1.4,14,4,8,11
M02B1.3,5368,5058,4997,6008
M02B1.2,124,114,103,122
srf-3,500,452,462,493
ZK896.9,2170,2121,2102,2288
gcy-18,70,70,73,69
clec-186,1655,1652,1514,1810
clec-187,440,431,450,423
ZK896.1,42,33,38,59
ZK896.5,24,29,37,30
ZK896.4,141,116,119,126
K08D8.6,2130,2019,2086,2038
K08D8.1,11,25,11,7
K08D8.2,1,0,0,0
K08D8.3,279,253,254,221
K08D8.5,103,99,99,100
C32H11.1,302,305,266,320
srz-15,2,4,4,1
C32H11.3,4,8,8,4
C32H11.4,118,124,115,107
C32H11.5,13,14,16,22
C32H11.6,0,1,2,1
C32H11.8,0,0,0,0
C32H11.9,0,0,0,0
dod-21,0,0,0,1
C32H11.11,0,0,0,0
dod-24,413,450,314,436
dct-19,0,0,0,0
F55G11.1,6,9,6,8
F55G11.10,0,0,0,2
F55G11.6,0,0,0,0
F55G11.7,1,2,2,2
F55G11.8,460,390,371,384
dod-22,31,26,26,19
F55G11.2,229,239,192,236
F55G11.4,411,335,368,415
dod-17,75,55,59,42
K10D11.2,4,1,1,1
K10D11.3,93,73,101,90
K10D11.6,171,152,145,167
K10D11.5,196,167,174,172
K10D11.4,0,0,0,0
F49E11.2,73,47,71,49
amt-2,18,14,10,10
scl-9,0,2,0,0
scl-10,3,0,0,0
scl-11,0,0,0,1
F49E11.7,1,0,0,0
F49E11.8,0,0,0,0
scl-1,0,0,0,0
scl-2,595,481,569,653
scl-3,53,57,49,37
scl-5,117,95,121,131
col-131,58,45,52,41
scl-6,14,9,9,14
scl-7,0,1,0,0
scl-8,0,4,0,1
C39E9.7,123,90,93,108
C39E9.10,250,238,282,264
col-132,5,4,4,4
C39E9.11,3816,3384,2884,3700
C39E9.12,3907,3871,3746,4335
rfc-3,5849,5558,4882,5782
dli-1,6604,6092,6138,6594
B0564.7,1935,1802,1616,1961
B0564.2,230,212,237,253
B0564.3,228,166,210,219
B0564.4,174,149,162,205
B0564.9,87,55,49,63
F09E8.1,2,1,0,0
msh-5,2279,2085,1859,2299
scl-14,9,8,3,5
nas-14,71,64,59,63
lev-1,210,190,154,181
F58D2.1,53,45,40,52
F58D2.2,33,28,13,24
ced-3,6102,6002,6123,6921
cho-1,63,54,69,46
JC8.2,3592,3154,2542,3194
lin-54,5991,5528,5310,6266
JC8.4,203,214,172,207
JC8.5,767,666,611,713
JC8.7,1083,1009,851,1057
ttr-51,2747,2547,2591,3215
cpsf-3,3466,3055,2781,3339
Y67H2A.4,2965,2734,2555,2932
Y67H2A.5,4807,4636,4914,5614
csn-6,3039,2978,2608,2930
Y67H2A.7,1157,1105,1074,1273
fat-2,15939,14455,14479,17192
far-6,2867,2928,3127,3091
pqn-74,320,236,318,254
W02A2.5,6,1,4,6
rec-8,3198,2946,2670,3225
mex-5,26601,27330,26231,30088
W02A2.8,6,4,5,4
Y62E10A.3,1,0,0,0
srsx-25,18,14,10,17
rla-2,2572,3215,3368,3434
Y62E10A.2,1864,1771,1863,2116
Y62E10A.6,1066,1047,945,1063
mau-8,1124,984,818,971
Y62E10A.10,2028,1899,1717,2012
rab-19,770,706,624,780
lsm-3,910,871,740,834
Y62E10A.13,6676,6066,5923,6563
Y62E10A.14,1896,1989,1916,2138
gcl-1,846,697,635,699
Y62E10A.17,956,939,921,1014
pik-1,976,882,710,772
nol-9,1125,1038,925,1116
K09B11.4,6,10,2,4
K09B11.3,0,1,0,0
K09B11.10,267,172,209,199
Y38H8A.5,10,5,6,14
Y38H8A.4,0,1,2,1
Y38H8A.3,4,7,2,6
Y38H8A.1,109,115,87,107
nlp-17,36,42,29,58
seld-1,331,298,265,328
Y45F10A.3,11327,11987,12734,13859
puf-3,11118,11803,12547,13655
dcap-2,7087,6685,6489,7347
F52G2.3,205,172,156,165
qui-1,271,172,233,198
srd-10,0,0,0,0
Y45F10B.8,0,0,0,0
sru-16,0,0,0,0
sru-12,1,0,0,0
sru-11,0,0,0,0
Y45F10B.12,0,0,0,0
sru-9,0,0,0,0
tsp-5,1,0,1,0
Y45F10B.3,0,0,0,0
Y45F10B.9,0,0,0,0
C08F11.13,222,188,234,224
C08F11.3,17,9,15,19
C08F11.2,0,0,0,0
C08F11.1,116,104,101,108
sru-21,6,1,5,8
fbxa-98,89,84,71,72
C08F11.7,14,17,12,23
ugt-22,3465,3684,3048,3405
srz-29,1,4,1,2
C08F11.11,11229,10319,8821,11293
C08F11.10,0,4,1,3
C08F11.12,299,289,407,368
Y45F10C.1,1,1,5,2
Y45F10C.2,504,512,506,514
Y45F10C.4,943,839,704,976
fbxa-215,7736,7137,6510,7384
oac-48,32,20,21,25
T23G4.5,0,7,0,0
T23G4.3,1070,953,964,1136
T23G4.2,0,4,1,6
tlp-1,961,824,790,916
C47A4.1,0,0,1,0
C47A4.3,6,2,2,3
C47A4.5,0,0,0,0
F56F12.1,224,137,172,139
Y45F10D.2,47,27,54,19
rpl-18,16333,18940,18736,18435
Y45F10D.4,1149,1113,1158,1268
Y45F10D.10,61,54,45,55
sas-6,3716,3551,2978,3835
Y45F10D.7,2642,2604,2194,2581
Y45F10D.6,33,26,22,34
H08M01.1,1,0,1,1
B0513.6,1,1,5,2
B0513.5,933,824,732,796
B0513.4,1178,1404,1224,2105
rpl-29,2171,2366,1129,5084
lin-66,5467,5385,5723,6120
Y37A1A.3,132,154,128,163
Y37A1A.2,232,220,211,245
gei-18,13,18,14,18
tor-2,7,8,7,4
tor-1,15,6,8,15
egl-23,134,110,95,114
srw-63,1,0,0,1
Y37A1B.9,0,0,0,0
Y37A1B.8,3,2,1,2
Y37A1B.6,0,0,0,0
Y37A1B.7,341,257,331,357
Y37A1B.5,2416,2094,2035,2296
Y37A1B.4,0,0,1,0
lst-4,12878,13118,12634,13789
