wormbase_gene,N2.2,Eat2.2,Nhr62.2,Nhr62Eat2.2,N2.3,Eat2.3,Nhr62.3,Nhr62Eat2.3,N2.1,Eat2.1,Nhr62.1,Nhr62Eat2.1
WBGene00200983,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00023353,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012192,547,484,577,614,587,395,703,506,608,555,841,389
WBGene00014852,11,6,12,7,2,6,9,4,6,10,8,5
WBGene00014853,1,1,0,0,0,0,0,0,0,0,0,0
WBGene00196147,0,0,0,1,0,0,1,2,0,0,0,0
WBGene00196912,2,0,0,1,0,1,1,0,4,0,1,0
WBGene00012189,18,37,16,19,14,29,23,26,27,40,27,24
WBGene00012190,8,8,8,5,2,7,5,2,11,7,11,5
WBGene00012191,59,203,59,90,81,138,75,93,106,167,87,75
WBGene00044280,88,200,65,196,69,110,174,157,50,168,89,103
WBGene00012201,339,144,322,306,295,147,333,145,444,251,534,162
WBGene00012205,1951,1721,1986,1930,1845,1236,2469,1579,1804,1361,3159,1127
WBGene00012206,2119,2136,2262,2240,2063,1685,2970,2129,2023,1682,3601,1336
WBGene00012207,324,1391,457,751,531,901,612,834,823,1075,813,605
WBGene00043534,21,30,23,30,35,13,15,34,26,42,35,24
WBGene00195148,0,2,0,5,1,2,5,1,0,1,1,1
WBGene00198179,0,0,0,0,1,0,0,0,0,0,0,0
WBGene00200774,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012202,121,164,113,155,95,103,135,153,132,106,200,96
WBGene00020923,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00020924,63,104,77,102,60,72,83,73,82,86,138,49
WBGene00020927,2,0,0,0,0,0,2,1,1,0,0,0
WBGene00196366,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012197,81,191,89,133,96,116,125,142,92,153,120,83
WBGene00198934,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199931,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200558,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202145,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012198,2414,899,2408,1720,1790,786,2562,1581,1960,871,3026,838
WBGene00196801,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197343,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198365,0,0,0,0,0,0,1,1,0,0,0,0
WBGene00020929,38,72,30,56,36,55,45,44,44,39,76,32
WBGene00020937,148,152,161,128,137,112,197,130,145,122,221,87
WBGene00020933,1746,1744,2097,1983,1860,1430,2713,2029,1749,1317,2728,1198
WBGene00023354,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00020946,2,14,3,5,1,15,9,51,0,17,1,5
WBGene00044356,0,0,0,2,0,0,0,1,0,1,0,0
WBGene00020939,14,46,21,26,22,42,28,32,28,38,31,27
WBGene00020940,125,186,149,118,83,140,150,156,170,134,150,75
WBGene00020941,140,105,124,131,92,91,176,110,102,127,195,64
WBGene00020942,729,823,802,814,653,602,1035,804,694,577,1265,485
WBGene00020943,12,32,15,20,6,22,14,18,20,25,15,12
WBGene00020944,0,2,1,2,3,0,5,1,1,1,2,1
WBGene00012216,288,427,246,364,333,295,430,388,354,213,359,224
WBGene00012208,1832,2201,2032,2139,1916,1661,2548,2120,1795,1425,2704,1304
WBGene00012210,500,465,502,431,459,391,662,425,523,421,786,306
WBGene00012212,407,392,375,455,411,272,498,455,526,232,766,280
WBGene00012213,1746,1957,1823,2122,1799,1513,2198,1841,1851,1168,2409,1209
WBGene00012214,0,0,0,0,0,0,0,0,0,1,0,1
WBGene00012215,1,2,1,3,1,2,2,1,0,1,2,2
WBGene00023355,3,11,12,9,4,10,15,10,6,7,16,6
WBGene00196845,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197363,0,3,0,0,0,0,1,0,1,1,0,0
WBGene00020947,130,313,149,178,145,195,205,212,172,134,163,82
WBGene00020949,1840,1879,1972,1953,1824,1453,2512,1957,1648,1438,2719,1097
WBGene00175027,4,7,6,10,6,7,11,1,6,18,5,4
WBGene00195431,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00020953,739,653,736,749,740,509,892,704,678,529,1101,490
WBGene00020954,461,669,477,655,355,509,514,703,414,456,683,369
WBGene00200238,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201453,0,1,0,0,1,0,0,1,0,0,0,2
WBGene00201661,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202271,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00023157,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00023158,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012217,173,168,191,196,189,107,195,220,198,92,362,105
WBGene00012218,0,1,0,1,1,1,1,1,1,1,0,0
WBGene00195208,2,3,0,0,0,4,2,0,0,1,2,0
WBGene00014538,0,0,0,0,0,0,1,0,0,0,0,0
WBGene00194896,1,3,0,3,0,2,2,3,1,0,2,0
WBGene00195346,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196357,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197330,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00206511,0,0,0,0,0,0,1,0,0,0,0,1
WBGene00020957,473,354,487,508,491,383,628,508,487,387,699,303
WBGene00020962,830,660,859,861,827,503,1045,847,881,561,1274,463
WBGene00196016,1,0,1,0,0,0,0,0,0,0,0,1
WBGene00020966,50,220,79,118,92,153,95,128,142,213,111,104
WBGene00020967,112,111,93,102,90,64,134,94,80,50,170,41
WBGene00020970,639,500,608,747,615,500,780,638,630,583,1010,429
WBGene00020971,2,1,2,1,0,0,1,3,0,0,2,0
WBGene00198353,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00020973,16,83,12,26,27,38,24,35,25,43,24,32
WBGene00020974,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00020978,6,16,7,8,7,20,16,13,13,28,18,13
WBGene00012219,21,96,23,34,27,82,41,59,40,87,24,31
WBGene00199532,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00202288,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012220,1638,1814,1859,1951,1725,1469,2407,1725,1604,1352,2806,1231
WBGene00012221,408,438,484,444,437,349,525,391,347,303,756,256
WBGene00012222,71,124,79,105,72,85,110,107,77,83,150,73
WBGene00012223,5,57,22,18,23,34,25,33,30,32,26,23
WBGene00045127,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014539,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00020981,167,444,149,289,143,308,184,450,143,224,142,117
WBGene00020983,4,3,4,2,3,2,5,4,1,6,2,0
WBGene00020984,13,71,28,34,23,57,25,36,44,46,36,19
WBGene00020991,6,85,6,22,13,53,15,39,19,92,9,25
WBGene00044796,5,4,5,0,1,0,6,3,5,3,6,1
WBGene00201190,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00020985,31,142,31,86,47,95,58,105,79,104,65,71
WBGene00020986,41,73,45,59,63,49,55,52,61,70,42,42
WBGene00020987,56,216,72,148,96,154,81,99,122,198,106,95
WBGene00020988,31,36,32,52,34,34,51,62,29,40,60,20
WBGene00020989,230,587,166,447,233,386,178,302,207,308,379,342
WBGene00020990,329,1289,475,726,622,826,599,687,851,1097,740,554
WBGene00021007,343,1557,503,875,531,1168,608,1058,890,1695,778,751
WBGene00021008,18,33,24,32,10,22,33,38,21,26,45,13
WBGene00020992,35,122,55,71,42,80,70,81,69,92,73,46
WBGene00020993,1220,1244,1303,1301,1214,912,1569,1105,1221,955,1899,689
WBGene00020994,2620,2622,2800,2828,2470,2007,3633,2638,2349,1845,3797,1550
WBGene00020995,70,246,57,148,50,166,92,198,57,215,91,92
WBGene00020999,3525,2815,3844,3656,3812,2470,4853,3268,4003,2503,5459,2135
WBGene00044512,22,60,15,37,17,33,22,26,31,56,51,29
WBGene00021000,436,437,406,438,428,336,575,425,368,280,592,272
WBGene00021001,4,24,11,13,5,14,11,17,17,16,9,14
WBGene00021002,135,90,100,69,60,46,83,72,61,150,89,74
WBGene00023356,0,0,0,0,0,0,1,0,0,0,1,0
WBGene00021003,3,6,5,6,3,5,4,7,2,4,7,3
WBGene00201763,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00021010,42,186,53,56,76,120,61,107,88,161,68,55
WBGene00021011,13,25,20,29,20,21,31,30,14,71,31,27
WBGene00021013,1,2,1,1,0,1,1,1,0,0,1,3
WBGene00196663,0,0,0,0,0,0,1,0,0,0,0,0
WBGene00197429,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00197768,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197846,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198297,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198789,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198854,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199736,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199847,0,0,0,0,0,0,1,0,0,0,1,0
WBGene00200872,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012224,52,113,57,83,60,94,70,86,74,75,65,41
WBGene00201009,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201891,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012225,278,261,318,291,252,250,398,312,288,212,465,166
WBGene00012226,228,281,217,289,204,241,292,269,211,252,309,160
WBGene00195638,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195678,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196175,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196661,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014540,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195069,2,7,6,2,2,5,5,6,1,2,2,0
WBGene00197411,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00021014,1236,1056,1250,1259,1069,807,1575,1095,1163,976,2106,743
WBGene00021016,28,106,34,62,32,70,33,59,41,110,45,39
WBGene00044432,2,1,1,2,2,4,2,1,0,3,0,1
WBGene00023357,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012227,5,0,5,2,2,3,5,1,2,1,4,1
WBGene00012228,22,40,36,27,26,20,39,31,25,22,47,20
WBGene00012231,481,250,637,279,542,163,766,263,555,272,890,132
WBGene00012232,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012234,4147,3395,4427,3986,3660,2672,5455,3570,3681,2806,5845,2183
WBGene00012235,92,69,85,103,62,78,116,100,95,63,133,48
WBGene00198570,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200985,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012236,684,488,765,736,690,453,909,691,673,500,871,404
WBGene00012237,170,202,144,178,145,137,213,155,111,121,218,92
WBGene00012238,19,11,12,10,5,9,12,9,4,6,14,3
WBGene00012239,75,85,41,48,26,54,116,62,22,77,48,26
WBGene00012240,123,51,75,54,46,34,101,66,28,28,100,21
WBGene00012241,2300,1585,2463,2416,1962,1482,2945,2125,2087,1353,3222,1330
WBGene00189979,1,0,0,0,2,0,0,2,1,1,1,0
WBGene00195155,12,7,7,14,7,5,11,14,8,5,10,8
WBGene00021018,58,155,94,88,55,120,100,152,72,90,137,56
WBGene00021019,65,267,68,97,49,164,77,161,56,135,95,58
WBGene00021020,1241,2386,1148,1973,1281,1567,1864,1720,1321,1164,2256,1102
WBGene00021022,1032,963,1177,1100,928,791,1413,1040,984,749,1651,630
WBGene00021023,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00021024,918,1096,998,985,859,696,1252,978,966,712,1568,560
WBGene00021026,1602,1371,1808,1642,1796,1044,2170,1314,2032,1235,3395,1028
WBGene00021027,17,26,16,18,6,17,15,10,11,17,15,11
WBGene00021028,43,32,60,52,30,39,35,35,39,28,47,22
WBGene00021029,0,0,0,1,0,0,0,0,0,0,0,0
WBGene00198728,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00199019,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201094,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00201422,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201858,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012243,3556,2650,3828,3609,3014,2247,4699,3340,3113,2328,5185,1938
WBGene00014541,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196202,0,0,1,0,0,0,1,0,0,1,0,0
WBGene00198139,0,0,0,0,1,0,0,0,0,0,0,0
WBGene00189946,0,0,0,1,0,2,0,0,2,0,3,1
WBGene00199965,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200974,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202003,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012247,117,67,117,86,100,52,150,96,83,48,141,49
WBGene00012248,1,0,1,1,1,1,0,2,0,2,2,5
WBGene00012249,4,56,9,20,13,44,14,22,19,53,8,22
WBGene00012250,17,86,17,31,22,62,26,48,31,64,38,37
WBGene00012252,109,131,118,85,128,106,111,101,137,89,201,46
WBGene00012254,0,2,1,3,0,0,3,3,0,0,1,1
WBGene00044152,4,1,0,6,4,3,4,2,2,3,9,3
WBGene00044153,8,9,6,1,3,6,7,7,9,7,19,6
WBGene00044151,1,3,1,1,1,4,2,3,0,2,0,0
WBGene00194793,7,2,11,10,5,5,11,5,11,6,13,5
WBGene00199438,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00202205,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202236,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00215616,0,2,1,1,0,2,0,0,0,2,0,0
WBGene00012258,1519,1635,1603,1660,1437,1109,2002,1588,1513,1021,2463,853
WBGene00012260,7,1,5,1,5,1,9,0,5,6,9,5
WBGene00012270,3,8,4,4,1,12,6,8,1,3,8,1
WBGene00014542,0,0,0,0,0,0,1,0,0,0,1,1
WBGene00045075,1,1,5,3,1,2,0,0,2,0,2,0
WBGene00045076,2,3,4,2,3,5,4,2,3,0,4,0
WBGene00199662,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200517,0,1,1,0,0,0,1,1,0,0,1,0
WBGene00206393,0,3,0,2,2,0,3,1,2,0,3,0
WBGene00012264,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00012265,6,8,10,6,3,7,8,6,5,10,13,1
WBGene00012266,1,1,4,2,1,2,1,3,1,3,0,2
WBGene00012267,0,0,0,0,0,1,1,0,0,0,0,0
WBGene00012268,2,14,12,10,11,14,14,9,5,10,12,7
WBGene00012269,5,5,4,4,6,5,8,8,10,5,9,3
WBGene00021030,3,24,12,13,11,16,13,17,17,23,12,14
WBGene00021031,7,4,4,8,0,8,5,6,6,5,4,1
WBGene00206416,4,1,1,0,0,1,7,1,0,0,3,1
WBGene00206417,2,4,3,4,2,3,2,0,1,1,2,1
WBGene00012278,5,11,4,7,9,7,9,5,15,19,9,4
WBGene00012279,56,92,45,61,48,69,72,61,38,59,86,40
WBGene00195166,6,6,10,2,6,7,6,7,7,12,18,2
WBGene00198587,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00199238,1,2,0,1,0,0,0,0,0,0,0,0
WBGene00195741,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197006,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198189,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199620,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012271,8,15,7,4,11,8,15,6,7,11,9,6
WBGene00014854,3,9,2,7,2,15,2,4,6,11,7,5
WBGene00014543,4,9,4,6,4,4,6,3,4,4,3,1
WBGene00045149,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014544,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012274,664,840,757,897,681,780,971,803,825,727,1215,557
WBGene00012280,99,192,149,166,105,107,184,161,102,142,213,111
WBGene00196602,1,0,0,1,0,0,2,0,0,0,1,0
WBGene00196766,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197367,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198629,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199080,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00199806,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199869,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200923,0,1,1,0,0,1,1,0,0,0,0,0
WBGene00201159,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201809,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012281,6,17,5,12,7,11,8,9,3,6,4,9
WBGene00201939,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202151,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012282,20,37,21,22,12,27,19,24,24,28,33,20
WBGene00195305,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196312,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00196483,0,0,0,1,0,2,0,0,0,0,1,0
WBGene00021035,9747,6891,10236,10761,9097,5933,12524,10056,8284,5489,16550,6520
WBGene00021036,1304,1589,1367,1471,1162,1262,1748,1395,1566,1281,2080,926
WBGene00021038,2676,2270,2782,2910,2859,2036,3734,3008,2694,2184,3804,1859
WBGene00021039,141,238,138,240,126,181,189,184,146,281,218,163
WBGene00195045,1,2,1,0,2,3,6,1,3,2,4,1
WBGene00195771,0,1,0,0,0,0,1,1,0,0,0,0
WBGene00021040,23,32,24,19,28,25,34,23,30,28,44,17
WBGene00012289,213,367,232,316,188,311,264,359,265,365,325,231
WBGene00012290,20,22,19,16,17,22,23,20,16,16,20,9
WBGene00077561,0,0,0,0,0,1,0,0,0,0,1,0
WBGene00219206,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012283,0,2,1,8,1,4,0,8,0,3,1,4
WBGene00206394,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012284,0,1,0,0,0,0,1,0,1,0,0,0
WBGene00199286,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00021044,280,460,250,462,341,327,416,446,264,182,402,210
WBGene00021045,0,0,0,0,1,0,1,0,0,0,0,0
WBGene00021048,1649,2457,1649,2316,1327,1701,2205,2385,1437,3678,2174,1516
WBGene00021049,1107,1035,1186,1285,971,797,1500,1262,909,680,1583,676
WBGene00021050,1952,2009,1895,1812,1920,1495,2668,1752,2120,1876,2453,956
WBGene00021051,1009,804,996,1097,833,717,1229,1005,886,604,1303,558
WBGene00021052,66,153,55,75,68,91,82,115,70,61,95,55
WBGene00021055,261,253,236,187,239,173,351,188,208,188,404,112
WBGene00200770,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202005,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012291,324,646,391,432,360,435,590,491,426,381,676,253
WBGene00012293,205,455,275,293,244,305,344,240,328,312,453,209
WBGene00195855,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196167,1,3,1,1,0,1,1,2,0,0,0,1
WBGene00198681,0,1,0,0,0,2,2,3,0,0,0,0
WBGene00199159,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200826,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00201884,0,0,0,0,0,0,1,0,0,0,0,0
WBGene00195718,0,1,1,0,0,0,1,1,0,0,1,0
WBGene00196753,1,0,0,0,1,1,0,0,0,0,0,0
WBGene00196810,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198927,1,0,0,0,0,0,0,0,1,2,1,0
WBGene00199258,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196605,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197850,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198301,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198643,0,0,0,0,0,0,1,0,0,0,0,1
WBGene00021056,4870,4447,5218,5190,4337,3308,6376,5229,4165,2947,8222,3000
WBGene00021057,690,778,712,849,684,536,1004,824,627,496,936,436
WBGene00012299,435,362,399,397,369,245,559,374,332,219,685,252
WBGene00012300,15,14,30,19,20,9,33,14,16,7,35,11
WBGene00012301,681,585,696,665,582,429,827,676,576,379,1021,376
WBGene00012303,0,0,0,0,0,0,1,0,0,0,2,0
WBGene00012305,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198082,2,17,3,4,5,3,5,10,4,8,11,2
WBGene00014855,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014856,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012297,17,95,27,48,31,58,33,56,33,75,37,38
WBGene00200427,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014545,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00021061,2439,2037,2524,2470,2369,1721,3132,2284,2365,1881,3645,1447
WBGene00012306,385,626,395,697,335,495,505,641,373,636,581,432
WBGene00012307,25,109,29,75,61,88,46,88,62,109,67,56
WBGene00195570,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200260,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201461,0,0,0,0,0,0,1,0,0,0,0,0
WBGene00201821,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012312,1,10,1,8,0,10,2,6,2,54,1,5
WBGene00012313,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012314,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00045380,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00077620,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00086565,3,19,0,6,2,10,7,10,2,75,2,7
WBGene00195867,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201931,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012309,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00219308,10,34,4,17,5,22,2,9,5,160,9,28
WBGene00012311,2,5,0,7,0,2,1,1,2,26,0,6
WBGene00014546,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014547,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014548,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196588,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198162,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199016,0,0,2,4,0,2,0,1,5,0,0,0
WBGene00199488,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200573,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201372,4,2,2,6,4,1,7,7,2,0,2,1
WBGene00021066,69,64,96,61,68,42,108,67,70,47,124,39
WBGene00021067,2,3,1,3,0,11,4,4,3,15,0,3
WBGene00023159,5252,7370,5427,7329,4461,5874,6752,6682,6410,6579,7635,4342
WBGene00021068,1373,1812,1216,1909,1166,1296,1468,1677,1811,1695,2029,1278
WBGene00195543,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012322,37,97,44,45,21,34,39,53,33,81,40,39
WBGene00012325,58,57,100,56,91,42,90,65,146,4,161,23
WBGene00021072,20,51,10,68,12,33,17,85,20,37,11,19
WBGene00012326,5923,4352,6384,7166,5472,3747,7120,7233,5589,5356,7558,3771
WBGene00199214,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199903,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201651,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00021074,1230,1078,1341,1276,1354,868,1565,1072,1534,1226,2117,885
WBGene00021075,20,81,39,57,26,68,58,50,24,57,47,21
WBGene00021076,164,211,193,153,178,138,265,157,146,145,301,84
WBGene00199723,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012328,1,2,2,1,1,1,0,2,0,2,3,1
WBGene00195976,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00197734,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198995,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199136,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199826,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200137,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200197,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200682,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200764,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201067,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201738,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202303,0,0,0,0,0,0,1,0,0,0,0,0
WBGene00012334,1,0,0,0,0,1,0,0,0,0,1,1
WBGene00014549,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014550,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012335,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199926,0,0,0,1,0,0,0,0,0,0,0,0
WBGene00200931,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00201879,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012336,0,4,1,3,2,1,6,4,1,2,0,3
WBGene00012337,3988,3686,4444,4510,4092,3220,5810,4340,4026,2959,5716,2305
WBGene00012339,732,776,646,647,679,582,712,667,946,608,1223,323
WBGene00077565,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00077788,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00014551,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198903,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00021079,222,292,264,239,223,217,419,258,222,399,386,192
WBGene00021080,41,62,47,71,38,39,73,68,51,38,69,33
WBGene00199730,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200430,0,0,2,2,2,1,3,0,0,1,1,0
WBGene00201219,0,0,1,0,0,0,0,1,0,1,0,0
WBGene00014857,4,5,3,8,3,7,2,3,7,7,1,5
WBGene00021083,0,23,0,14,0,12,0,2,0,21,0,3
WBGene00021084,0,15,0,5,0,7,0,4,0,21,0,0
WBGene00021085,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00021086,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00021087,6,2,0,2,4,0,8,3,4,6,3,3
WBGene00021088,24250,19907,26574,26210,24830,15781,32456,22416,24380,17721,38374,15297
WBGene00021089,22,30,17,27,15,26,20,18,18,41,22,19
WBGene00021090,0,0,2,1,1,0,1,0,0,0,0,1
WBGene00012343,1791,1707,1939,2112,1780,1341,2490,1958,2071,1182,3306,1224
WBGene00012345,60,196,82,120,113,127,92,124,94,175,101,76
WBGene00021091,1,0,0,1,0,1,0,0,0,0,0,0
WBGene00021099,1,1,1,3,2,3,2,1,0,1,2,2
WBGene00021100,7,7,8,2,4,3,5,4,7,3,7,1
WBGene00021101,3,1,2,5,2,1,4,7,1,1,4,0
WBGene00044733,10,0,4,1,5,0,5,2,0,0,7,3
WBGene00195943,0,1,0,1,2,0,1,1,0,1,0,0
WBGene00197145,1,1,0,0,0,0,1,0,0,0,1,0
WBGene00197577,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199139,0,0,0,0,0,0,0,1,0,0,0,0
WBGene00200105,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201751,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00021093,4142,3235,4132,4148,3991,2118,4894,3519,3696,2113,7347,2470
WBGene00021094,12,34,32,16,26,17,26,21,23,22,26,13
WBGene00021096,18,18,15,25,16,16,24,26,14,13,22,7
WBGene00012346,0,1,0,2,0,0,4,0,0,10,0,1
WBGene00012347,1758,1708,1830,1906,1623,1388,2274,1915,1622,1527,2709,1177
WBGene00012349,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00023429,5,7,4,5,0,8,5,4,2,4,3,3
WBGene00195648,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00197709,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198091,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00021104,321,329,414,399,382,246,511,288,368,269,567,244
WBGene00021105,10,8,19,13,14,6,22,15,16,11,9,2
